image,w,h,sqrt_area,best_iou,conf,hit
0000001_03499_d_0000006.jpg,10,24,15.49,0.8177,0.2695,1
0000001_03499_d_0000006.jpg,10,18,13.42,0.0,0.0,0
0000001_03999_d_0000007.jpg,26,50,36.06,0.6711,0.479,1
0000001_03999_d_0000007.jpg,28,52,38.16,0.7546,0.1663,1
0000001_03999_d_0000007.jpg,25,44,33.17,0.6962,0.2366,1
0000001_03999_d_0000007.jpg,11,26,16.91,0.1619,0.3876,0
0000001_03999_d_0000007.jpg,26,52,36.77,0.8541,0.1691,1
0000001_03999_d_0000007.jpg,27,50,36.74,0.7247,0.241,1
0000001_03999_d_0000007.jpg,19,47,29.88,0.8175,0.2631,1
0000001_03999_d_0000007.jpg,29,56,40.3,0.7948,0.697,1
0000001_03999_d_0000007.jpg,16,40,25.3,0.0,0.0,0
0000001_03999_d_0000007.jpg,26,34,29.73,0.6698,0.32,1
0000001_03999_d_0000007.jpg,18,33,24.37,0.0,0.0,0
0000001_03999_d_0000007.jpg,24,33,28.14,0.0,0.0,0
0000001_03999_d_0000007.jpg,20,30,24.49,0.7067,0.2591,1
0000001_03999_d_0000007.jpg,21,39,28.62,0.7871,0.6499,1
0000001_03999_d_0000007.jpg,20,34,26.08,0.7511,0.6212,1
0000001_03999_d_0000007.jpg,19,44,28.91,0.8424,0.3601,1
0000001_03999_d_0000007.jpg,20,36,26.83,0.0,0.0,0
0000001_03999_d_0000007.jpg,26,39,31.84,0.0,0.0,0
0000001_03999_d_0000007.jpg,22,27,24.37,0.583,0.2001,1
0000001_03999_d_0000007.jpg,21,29,24.68,0.0,0.0,0
0000001_03999_d_0000007.jpg,21,32,25.92,0.0,0.0,0
0000001_03999_d_0000007.jpg,17,26,21.02,0.0,0.0,0
0000001_03999_d_0000007.jpg,18,23,20.35,0.0,0.0,0
0000001_03999_d_0000007.jpg,17,23,19.77,0.0,0.0,0
0000001_04527_d_0000008.jpg,26,50,36.06,0.8478,0.4394,1
0000001_04527_d_0000008.jpg,26,51,36.41,0.785,0.6318,1
0000001_04527_d_0000008.jpg,23,40,30.33,0.6866,0.152,1
0000001_04527_d_0000008.jpg,25,45,33.54,0.7976,0.638,1
0000001_04527_d_0000008.jpg,22,43,30.76,0.6555,0.5861,1
0000001_04527_d_0000008.jpg,16,47,27.42,0.852,0.535,1
0000001_04527_d_0000008.jpg,21,51,32.73,0.7882,0.7421,1
0000001_04527_d_0000008.jpg,17,39,25.75,0.0,0.0,0
0000001_04527_d_0000008.jpg,20,48,30.98,0.8022,0.4247,1
0000001_04527_d_0000008.jpg,23,39,29.95,0.0,0.0,0
0000001_04527_d_0000008.jpg,16,39,24.98,0.7063,0.6138,1
0000001_04527_d_0000008.jpg,14,36,22.45,0.8159,0.3025,1
0000001_04527_d_0000008.jpg,12,25,17.32,0.0,0.0,0
0000001_04527_d_0000008.jpg,15,34,22.58,0.2522,0.1821,0
0000001_04527_d_0000008.jpg,19,38,26.87,0.0229,0.1853,0
0000001_04527_d_0000008.jpg,13,29,19.42,0.1039,0.281,0
0000001_04527_d_0000008.jpg,8,13,10.2,0.1596,0.2896,0
0000001_04527_d_0000008.jpg,21,34,26.72,0.3863,0.2083,0
0000001_04527_d_0000008.jpg,13,28,19.08,0.7256,0.1896,1
0000001_04527_d_0000008.jpg,15,36,23.24,0.7703,0.1599,1
0000001_04527_d_0000008.jpg,10,33,18.17,0.0,0.0,0
0000001_04527_d_0000008.jpg,12,34,20.2,0.0,0.0,0
0000001_04527_d_0000008.jpg,11,35,19.62,0.32,0.2311,0
0000001_04527_d_0000008.jpg,11,24,16.25,0.0,0.0,0
0000001_04527_d_0000008.jpg,10,20,14.14,0.0,0.0,0
0000001_04527_d_0000008.jpg,11,24,16.25,0.0,0.0,0
0000001_04527_d_0000008.jpg,12,22,16.25,0.7117,0.1705,1
0000001_04527_d_0000008.jpg,7,28,14.0,0.7408,0.2627,1
0000001_04527_d_0000008.jpg,11,23,15.91,0.0,0.0,0
0000001_04527_d_0000008.jpg,13,22,16.91,0.7827,0.29,1
0000001_04527_d_0000008.jpg,12,30,18.97,0.0,0.0,0
0000001_04527_d_0000008.jpg,11,22,15.56,0.0,0.0,0
0000001_04527_d_0000008.jpg,9,29,16.16,0.0,0.0,0
0000001_04527_d_0000008.jpg,12,35,20.49,0.0,0.0,0
0000001_04527_d_0000008.jpg,15,41,24.8,0.0,0.0,0
0000001_04527_d_0000008.jpg,12,20,15.49,0.144,0.3336,0
0000001_04527_d_0000008.jpg,16,35,23.66,0.2782,0.5876,0
0000001_04527_d_0000008.jpg,22,32,26.53,0.6192,0.3081,1
0000001_04527_d_0000008.jpg,23,43,31.45,0.8414,0.2917,1
0000001_04527_d_0000008.jpg,24,37,29.8,0.726,0.1951,1
0000001_04527_d_0000008.jpg,21,38,28.25,0.0,0.0,0
0000001_04527_d_0000008.jpg,22,38,28.91,0.0,0.0,0
0000001_04527_d_0000008.jpg,16,34,23.32,0.0,0.0,0
0000001_04527_d_0000008.jpg,20,33,25.69,0.2065,0.175,0
0000001_04527_d_0000008.jpg,19,44,28.91,0.6504,0.2577,1
0000001_04527_d_0000008.jpg,15,44,25.69,0.6697,0.166,1
0000001_04527_d_0000008.jpg,21,45,30.74,0.702,0.2251,1
0000001_04527_d_0000008.jpg,23,50,33.91,0.707,0.2867,1
0000001_04527_d_0000008.jpg,27,32,29.39,0.0,0.0,0
0000001_04527_d_0000008.jpg,27,38,32.03,0.0,0.0,0
0000001_04527_d_0000008.jpg,33,38,35.41,0.0,0.0,0
0000001_04527_d_0000008.jpg,26,35,30.17,0.0,0.0,0
0000001_04527_d_0000008.jpg,26,29,27.46,0.0,0.0,0
0000001_04527_d_0000008.jpg,21,35,27.11,0.0,0.0,0
0000001_05249_d_0000009.jpg,12,30,18.97,0.6221,0.2466,1
0000001_05249_d_0000009.jpg,23,49,33.57,0.0,0.0,0
0000001_05249_d_0000009.jpg,17,35,24.39,0.6701,0.1989,1
0000001_05249_d_0000009.jpg,10,25,15.81,0.1339,0.2184,0
0000001_05249_d_0000009.jpg,13,33,20.71,0.6341,0.3766,1
0000001_05249_d_0000009.jpg,18,50,30.0,0.8599,0.2443,1
0000001_05249_d_0000009.jpg,25,38,30.82,0.5289,0.5747,1
0000001_05249_d_0000009.jpg,26,47,34.96,0.0,0.0,0
0000001_05249_d_0000009.jpg,15,44,25.69,0.0,0.0,0
0000001_05499_d_0000010.jpg,14,26,19.08,0.0593,0.2141,0
0000001_05499_d_0000010.jpg,11,21,15.2,0.3565,0.3684,0
0000001_05499_d_0000010.jpg,12,33,19.9,0.0,0.0,0
0000001_05499_d_0000010.jpg,18,31,23.62,0.6387,0.1828,1
0000001_05499_d_0000010.jpg,14,29,20.15,0.0,0.0,0
0000001_05499_d_0000010.jpg,12,32,19.6,0.8625,0.1563,1
0000001_05499_d_0000010.jpg,10,29,17.03,0.0,0.0,0
0000001_05499_d_0000010.jpg,16,25,20.0,0.0,0.0,0
0000001_05499_d_0000010.jpg,13,30,19.75,0.0,0.0,0
0000001_05499_d_0000010.jpg,19,30,23.87,0.0,0.0,0
0000001_05499_d_0000010.jpg,22,31,26.12,0.0,0.0,0
0000001_05499_d_0000010.jpg,13,31,20.07,0.6082,0.1565,1
0000001_05499_d_0000010.jpg,16,30,21.91,0.0,0.0,0
0000001_05499_d_0000010.jpg,9,27,15.59,0.4995,0.2869,0
0000001_05499_d_0000010.jpg,15,39,24.19,0.8216,0.5159,1
0000001_05499_d_0000010.jpg,20,23,21.45,0.5619,0.2625,1
0000001_05499_d_0000010.jpg,23,33,27.55,0.0453,0.2462,0
0000001_05499_d_0000010.jpg,21,27,23.81,0.0,0.0,0
0000001_05499_d_0000010.jpg,15,27,20.12,0.0,0.0,0
0000001_05499_d_0000010.jpg,9,17,12.37,0.0,0.0,0
0000001_05499_d_0000010.jpg,8,27,14.7,0.332,0.1792,0
0000001_05499_d_0000010.jpg,10,22,14.83,0.3324,0.1795,0
0000001_05499_d_0000010.jpg,12,25,17.32,0.0,0.0,0
0000001_05999_d_0000011.jpg,13,23,17.29,0.0,0.0,0
0000001_05999_d_0000011.jpg,9,24,14.7,0.7795,0.2174,1
0000001_05999_d_0000011.jpg,10,22,14.83,0.0,0.0,0
0000001_05999_d_0000011.jpg,8,24,13.86,0.0,0.0,0
0000001_05999_d_0000011.jpg,9,24,14.7,0.6969,0.2627,1
0000001_05999_d_0000011.jpg,19,42,28.25,0.6952,0.5693,1
0000001_05999_d_0000011.jpg,22,42,30.4,0.4701,0.2214,0
0000001_05999_d_0000011.jpg,22,41,30.03,0.6535,0.5631,1
0000001_05999_d_0000011.jpg,15,31,21.56,0.527,0.3226,1
0000001_05999_d_0000011.jpg,24,45,32.86,0.5618,0.3557,1
0000001_05999_d_0000011.jpg,36,35,35.5,0.3575,0.218,0
0000001_05999_d_0000011.jpg,29,29,29.0,0.6724,0.1878,1
0000001_05999_d_0000011.jpg,25,38,30.82,0.8268,0.3921,1
0000001_05999_d_0000011.jpg,27,36,31.18,0.1501,0.3921,0
0000001_05999_d_0000011.jpg,18,46,28.77,0.0,0.0,0
0000001_05999_d_0000011.jpg,21,41,29.34,0.7258,0.7436,1
0000001_05999_d_0000011.jpg,20,37,27.2,0.8575,0.6738,1
0000001_05999_d_0000011.jpg,26,29,27.46,0.4738,0.2128,0
0000001_05999_d_0000011.jpg,26,31,28.39,0.4471,0.2908,0
0000001_05999_d_0000011.jpg,8,29,15.23,0.5015,0.1529,1
0000001_05999_d_0000011.jpg,7,25,13.23,0.0,0.0,0
0000001_05999_d_0000011.jpg,9,21,13.75,0.0,0.0,0
0000001_05999_d_0000011.jpg,18,31,23.62,0.0,0.0,0
0000001_05999_d_0000011.jpg,15,24,18.97,0.0,0.0,0
0000001_05999_d_0000011.jpg,11,24,16.25,0.0,0.0,0
0000001_05999_d_0000011.jpg,13,27,18.73,0.7238,0.2199,1
0000001_05999_d_0000011.jpg,12,28,18.33,0.0,0.0,0
0000001_05999_d_0000011.jpg,11,28,17.55,0.6129,0.4789,1
0000001_05999_d_0000011.jpg,9,29,16.16,0.735,0.2454,1
0000001_05999_d_0000011.jpg,16,28,21.17,0.0,0.0,0
0000001_05999_d_0000011.jpg,6,28,12.96,0.0,0.0,0
0000001_05999_d_0000011.jpg,10,24,15.49,0.6595,0.1851,1
0000001_05999_d_0000011.jpg,15,26,19.75,0.0,0.0,0
0000001_05999_d_0000011.jpg,8,25,14.14,0.0,0.0,0
0000001_05999_d_0000011.jpg,9,27,15.59,0.754,0.3343,1
0000001_05999_d_0000011.jpg,12,23,16.61,0.7221,0.4996,1
0000001_05999_d_0000011.jpg,11,22,15.56,0.685,0.3336,1
0000001_05999_d_0000011.jpg,4,13,7.21,0.3007,0.1625,0
0000001_05999_d_0000011.jpg,8,26,14.42,0.7322,0.2893,1
0000001_05999_d_0000011.jpg,8,25,14.14,0.7655,0.3541,1
0000001_05999_d_0000011.jpg,7,23,12.69,0.0,0.0,0
0000001_05999_d_0000011.jpg,7,17,10.91,0.0224,0.1626,0
0000001_05999_d_0000011.jpg,6,14,9.17,0.0,0.0,0
0000001_05999_d_0000011.jpg,7,24,12.96,0.6204,0.1617,1
0000001_05999_d_0000011.jpg,9,22,14.07,0.689,0.1639,1
0000001_05999_d_0000011.jpg,7,24,12.96,0.3995,0.2391,0
0000001_05999_d_0000011.jpg,11,21,15.2,0.1765,0.3009,0
0000001_05999_d_0000011.jpg,7,22,12.41,0.0,0.0,0
0000001_05999_d_0000011.jpg,7,26,13.49,0.036,0.2962,0
0000001_05999_d_0000011.jpg,7,27,13.75,0.5914,0.331,1
0000001_05999_d_0000011.jpg,9,28,15.87,0.7332,0.2172,1
0000001_05999_d_0000011.jpg,9,26,15.3,0.4688,0.1867,0
0000001_07999_d_0000012.jpg,17,44,27.35,0.7558,0.284,1
0000001_07999_d_0000012.jpg,16,34,23.32,0.7638,0.365,1
0000001_07999_d_0000012.jpg,15,33,22.25,0.0,0.0,0
0000001_07999_d_0000012.jpg,17,40,26.08,0.9005,0.3357,1
0000001_07999_d_0000012.jpg,13,37,21.93,0.8205,0.5191,1
0000001_07999_d_0000012.jpg,12,35,20.49,0.6394,0.2613,1
0000001_07999_d_0000012.jpg,10,38,19.49,0.3955,0.3661,0
0000001_07999_d_0000012.jpg,15,38,23.87,0.0,0.0,0
0000001_07999_d_0000012.jpg,12,39,21.63,0.0,0.0,0
0000001_07999_d_0000012.jpg,10,35,18.71,0.6541,0.6357,1
0000001_07999_d_0000012.jpg,16,20,17.89,0.4713,0.4589,0
0000001_07999_d_0000012.jpg,18,27,22.05,0.0,0.0,0
0000001_07999_d_0000012.jpg,17,32,23.32,0.0,0.0,0
0000001_07999_d_0000012.jpg,22,30,25.69,0.0,0.0,0
0000001_07999_d_0000012.jpg,12,30,18.97,0.0,0.0,0
0000001_07999_d_0000012.jpg,7,22,12.41,0.4653,0.5262,0
0000001_07999_d_0000012.jpg,13,36,21.63,0.8016,0.575,1
0000001_07999_d_0000012.jpg,13,37,21.93,0.7737,0.4726,1
0000001_07999_d_0000012.jpg,15,38,23.87,0.0,0.0,0
0000001_07999_d_0000012.jpg,13,38,22.23,0.0195,0.175,0
0000001_07999_d_0000012.jpg,14,34,21.82,0.0,0.0,0
0000001_07999_d_0000012.jpg,18,46,28.77,0.8018,0.8122,1
0000001_07999_d_0000012.jpg,13,38,22.23,0.0,0.0,0
0000001_07999_d_0000012.jpg,11,44,22.0,0.0,0.0,0
0000001_07999_d_0000012.jpg,10,41,20.25,0.0,0.0,0
0000001_07999_d_0000012.jpg,14,41,23.96,0.7714,0.2586,1
0000001_07999_d_0000012.jpg,11,26,16.91,0.0,0.0,0
0000001_07999_d_0000012.jpg,12,20,15.49,0.0,0.0,0
0000001_07999_d_0000012.jpg,14,26,19.08,0.0,0.0,0
0000001_07999_d_0000012.jpg,17,30,22.58,0.0,0.0,0
0000001_07999_d_0000012.jpg,14,32,21.17,0.0,0.0,0
0000001_07999_d_0000012.jpg,13,29,19.42,0.0,0.0,0
0000001_07999_d_0000012.jpg,14,19,16.31,0.0,0.0,0
0000001_07999_d_0000012.jpg,11,17,13.67,0.0,0.0,0
0000001_07999_d_0000012.jpg,12,25,17.32,0.0,0.0,0
0000001_07999_d_0000012.jpg,15,28,20.49,0.0,0.0,0
0000001_07999_d_0000012.jpg,13,33,20.71,0.0,0.0,0
0000001_07999_d_0000012.jpg,20,43,29.33,0.9263,0.3158,1
0000001_07999_d_0000012.jpg,15,40,24.49,0.1299,0.1887,0
0000001_07999_d_0000012.jpg,10,27,16.43,0.7832,0.524,1
0000001_07999_d_0000012.jpg,8,25,14.14,0.7087,0.3145,1
0000001_07999_d_0000012.jpg,7,20,11.83,0.0945,0.2873,0
0000001_07999_d_0000012.jpg,11,31,18.47,0.1358,0.2662,0
0000001_07999_d_0000012.jpg,10,29,17.03,0.0,0.0,0
0000001_07999_d_0000012.jpg,9,30,16.43,0.6696,0.3997,1
0000001_07999_d_0000012.jpg,13,34,21.02,0.0,0.0,0
0000001_07999_d_0000012.jpg,13,18,15.3,0.7755,0.3537,1
0000001_07999_d_0000012.jpg,9,20,13.42,0.0878,0.3247,0
0000001_07999_d_0000012.jpg,8,19,12.33,0.0,0.0,0
0000001_07999_d_0000012.jpg,5,19,9.75,0.0,0.0,0
0000001_07999_d_0000012.jpg,9,21,13.75,0.1977,0.5668,0
0000001_07999_d_0000012.jpg,7,19,11.53,0.0,0.0,0
0000001_07999_d_0000012.jpg,13,23,17.29,0.0,0.0,0
0000001_07999_d_0000012.jpg,10,15,12.25,0.0,0.0,0
0000001_07999_d_0000012.jpg,8,18,12.0,0.0,0.0,0
0000001_07999_d_0000012.jpg,8,15,10.95,0.0,0.0,0
0000001_07999_d_0000012.jpg,9,26,15.3,0.0,0.0,0
0000001_07999_d_0000012.jpg,8,27,14.7,0.0,0.0,0
0000001_07999_d_0000012.jpg,9,29,16.16,0.0,0.0,0
0000001_07999_d_0000012.jpg,6,32,13.86,0.0,0.0,0
0000001_07999_d_0000012.jpg,11,23,15.91,0.0,0.0,0
0000001_07999_d_0000012.jpg,9,25,15.0,0.0,0.0,0
0000001_07999_d_0000012.jpg,26,37,31.02,0.8052,0.196,1
0000001_07999_d_0000012.jpg,22,30,25.69,0.0,0.0,0
0000001_07999_d_0000012.jpg,27,34,30.3,0.0,0.0,0
0000001_07999_d_0000012.jpg,14,28,19.8,0.0,0.0,0
0000001_07999_d_0000012.jpg,25,37,30.41,0.7096,0.2805,1
0000001_07999_d_0000012.jpg,30,39,34.21,0.3813,0.2353,0
0000001_07999_d_0000012.jpg,16,56,29.93,0.5981,0.559,1
0000001_07999_d_0000012.jpg,15,41,24.8,0.7355,0.3889,1
0000001_07999_d_0000012.jpg,14,32,21.17,0.6999,0.2872,1
0000001_07999_d_0000012.jpg,23,50,33.91,0.8944,0.2064,1
0000001_07999_d_0000012.jpg,23,49,33.57,0.0,0.0,0
0000001_07999_d_0000012.jpg,17,48,28.57,0.5784,0.4173,1
0000001_07999_d_0000012.jpg,19,52,31.43,0.4386,0.6683,0
0000001_07999_d_0000012.jpg,16,51,28.57,0.7617,0.3758,1
0000001_07999_d_0000012.jpg,19,54,32.03,0.4784,0.2269,0
0000001_07999_d_0000012.jpg,25,46,33.91,0.8722,0.8212,1
0000001_08414_d_0000013.jpg,50,48,48.99,0.8636,0.1517,1
0000001_08414_d_0000013.jpg,29,58,41.01,0.8064,0.2164,1
0000001_08414_d_0000013.jpg,25,39,31.22,0.8581,0.2951,1
0000001_08414_d_0000013.jpg,24,46,33.23,0.9038,0.2189,1
0000001_08414_d_0000013.jpg,25,50,35.36,0.6128,0.2867,1
0000001_08414_d_0000013.jpg,28,49,37.04,0.8913,0.6783,1
0000001_08414_d_0000013.jpg,23,62,37.76,0.0,0.0,0
0000001_08414_d_0000013.jpg,25,33,28.72,0.0,0.0,0
0000001_08414_d_0000013.jpg,19,47,29.88,0.6004,0.2073,1
0000001_08414_d_0000013.jpg,21,50,32.4,0.8441,0.6544,1
0000001_08414_d_0000013.jpg,16,32,22.63,0.0,0.0,0
0000001_08414_d_0000013.jpg,25,45,33.54,0.7159,0.546,1
0000001_08414_d_0000013.jpg,27,50,36.74,0.9651,0.4618,1
0000001_08414_d_0000013.jpg,26,48,35.33,0.8687,0.6173,1
0000001_08414_d_0000013.jpg,23,49,33.57,0.8995,0.6209,1
0000001_08414_d_0000013.jpg,25,51,35.71,0.6756,0.5903,1
0000001_08414_d_0000013.jpg,25,34,29.15,0.0,0.0,0
0000001_08414_d_0000013.jpg,19,37,26.51,0.4897,0.4119,0
0000001_08414_d_0000013.jpg,22,40,29.66,0.6862,0.4573,1
0000001_08414_d_0000013.jpg,28,44,35.1,0.7246,0.6039,1
0000001_08414_d_0000013.jpg,21,31,25.51,0.8018,0.6074,1
0000001_08414_d_0000013.jpg,23,38,29.56,0.7231,0.4516,1
0000001_08414_d_0000013.jpg,16,49,28.0,0.0,0.0,0
0000001_08414_d_0000013.jpg,17,33,23.69,0.3947,0.4314,0
0000001_08414_d_0000013.jpg,20,35,26.46,0.5739,0.2632,1
0000001_08414_d_0000013.jpg,25,37,30.41,0.6828,0.3128,1
0000001_08414_d_0000013.jpg,16,30,21.91,0.5142,0.1523,1
0000001_08414_d_0000013.jpg,21,40,28.98,0.8381,0.3985,1
0000001_08414_d_0000013.jpg,12,26,17.66,0.5334,0.25,1
0000001_08414_d_0000013.jpg,19,34,25.42,0.4419,0.2456,0
0000001_08414_d_0000013.jpg,17,22,19.34,0.7369,0.3148,1
0000001_08414_d_0000013.jpg,18,30,23.24,0.3626,0.5837,0
0000001_08414_d_0000013.jpg,17,32,23.32,0.7245,0.1859,1
0000001_08414_d_0000013.jpg,18,30,23.24,0.4927,0.1747,0
0000001_08414_d_0000013.jpg,16,25,20.0,0.7031,0.3366,1
0000001_08414_d_0000013.jpg,15,29,20.86,0.6782,0.3123,1
0000001_08414_d_0000013.jpg,16,32,22.63,0.3163,0.4111,0
0000001_08414_d_0000013.jpg,16,26,20.4,0.5364,0.1532,1
0000001_08414_d_0000013.jpg,16,29,21.54,0.0,0.0,0
0000001_08414_d_0000013.jpg,18,30,23.24,0.5782,0.1594,1
0000001_08414_d_0000013.jpg,16,29,21.54,0.0,0.0,0
0000001_08414_d_0000013.jpg,16,33,22.98,0.0,0.0,0
0000001_08414_d_0000013.jpg,19,31,24.27,0.0,0.0,0
0000001_08414_d_0000013.jpg,17,39,25.75,0.6444,0.5962,1
0000001_08414_d_0000013.jpg,21,33,26.32,0.3907,0.1782,0
0000001_08414_d_0000013.jpg,15,33,22.25,0.8031,0.3384,1
0000001_08414_d_0000013.jpg,16,28,21.17,0.4065,0.1874,0
0000001_08414_d_0000013.jpg,10,25,15.81,0.0,0.0,0
0000001_08414_d_0000013.jpg,10,18,13.42,0.0,0.0,0
0000001_08414_d_0000013.jpg,16,39,24.98,0.0,0.0,0
0000001_08414_d_0000013.jpg,18,34,24.74,0.7001,0.2301,1
0000001_08414_d_0000013.jpg,19,25,21.79,0.0,0.0,0
0000001_08414_d_0000013.jpg,15,26,19.75,0.0,0.0,0
0000001_08414_d_0000013.jpg,17,20,18.44,0.0,0.0,0
0000001_08414_d_0000013.jpg,11,18,14.07,0.6424,0.1712,1
0000001_08414_d_0000013.jpg,11,25,16.58,0.7314,0.1644,1
0000001_08414_d_0000013.jpg,10,22,14.83,0.3901,0.1829,0
0000001_08414_d_0000013.jpg,15,28,20.49,0.0,0.0,0
0000001_08414_d_0000013.jpg,16,23,19.18,0.7288,0.1608,1
0000001_08414_d_0000013.jpg,11,27,17.23,0.0,0.0,0
0000001_08414_d_0000013.jpg,16,34,23.32,0.8254,0.5693,1
0000001_08414_d_0000013.jpg,14,36,22.45,0.7209,0.5882,1
0000001_08414_d_0000013.jpg,11,34,19.34,0.0,0.0,0
0000001_08414_d_0000013.jpg,12,29,18.65,0.3579,0.3232,0
0000001_08414_d_0000013.jpg,14,33,21.49,0.6753,0.1667,1
0000001_08414_d_0000013.jpg,12,34,20.2,0.8078,0.247,1
0000001_08414_d_0000013.jpg,11,30,18.17,0.0,0.0,0
0000001_08414_d_0000013.jpg,15,26,19.75,0.1171,0.1951,0
0000001_08414_d_0000013.jpg,13,28,19.08,0.0,0.0,0
0000001_08414_d_0000013.jpg,19,27,22.65,0.0,0.0,0
0000001_08414_d_0000013.jpg,19,35,25.79,0.8351,0.5263,1
0000001_08414_d_0000013.jpg,17,35,24.39,0.8138,0.4476,1
0000001_08414_d_0000013.jpg,17,35,24.39,0.0151,0.2253,0
0000001_08414_d_0000013.jpg,13,29,19.42,0.1574,0.2629,0
0000001_08414_d_0000013.jpg,16,36,24.0,0.7054,0.5355,1
0000001_08414_d_0000013.jpg,16,32,22.63,0.7508,0.2858,1
0000001_08414_d_0000013.jpg,13,39,22.52,0.7545,0.6021,1
0000001_08414_d_0000013.jpg,19,34,25.42,0.0,0.0,0
0000001_08414_d_0000013.jpg,13,30,19.75,0.0,0.0,0
